X,Y, Penetration Depth, Penetration Angle, Seconds to Capture
109,130,0,0,30
109,130,23.5,0,30
109,130,0,0,180

119,130,23.5,0,30
119,130,0,0,180

112,123,23.5,0,30
112,123,0,0,180

109,118,23.5,0,30
109,118,0,0,180

119,118,23.5,0,30
119,118,0,0,180

