X,Y, Penetration Depth, Penetration Angle, Seconds to Capture
106,135,23.5,0,2
106,135,23.5,0,2
106,135,23.5,0,2

106,135,0,0,60
106,135,23.5,0,20
106,135,0,0,60

119,135,23.5,0,20
119,135,0,0,60

112,127,23.5,0,20
112,127,0,0,60

106,119,23.5,0,20
106,119,0,0,60

119,119,23.5,0,20
119,119,0,0,30

