X,Y, Penetration Depth, Penetration Angle, Seconds to Capture
109,130,23.5,0,2
109,130,23.5,0,2
109,130,23.5,0,2

109,130,0,0,60
109,130,23.5,0,20
109,130,0,0,60

119,130,23.5,0,20
119,130,0,0,60

112,123,23.5,0,20
112,123,0,0,60

109,118,23.5,0,20
109,118,0,0,60

119,118,23.5,0,20
119,118,0,0,30

