X,Y, Penetration Depth, Penetration Angle, Seconds to Capture
106,131,15.45,0,1
106,131,15.475,0,1
106,131,15.5,0,1
106,131,15.525,0,1



106,131,15.45,0,1
106,131,15.55,0,1
106,131,15.65,0,1
106,131,15.75,0,1
106,131,15.85,0,1
106,131,15.95,0,1
106,131,16.05,0,1
106,131,16.15,0,1
106,131,16.25,0,1
106,131,16.35,0,1

106,131,0,0,30
106,131,0,0,45
