X,Y, Penetration Depth, Penetration Angle, Seconds to Capture
111,131,14.75,0,1
111,131,14.775,0,1
111,131,14.8,0,1
111,131,14.825,0,1



111,131,14.75,0,1
111,131,14.85,0,1
111,131,14.95,0,1
111,131,15.05,0,1
111,131,15,15,1
111,131,15.25,0,1
111,131,15.35,0,1
111,131,15.45,0,1
111,131,15.55,0,1
111,131,15.65,0,1

111,131,0,0,30
111,131,0,0,45



