X,Y, Penetration Depth, Penetration Angle, Seconds to Capture
112,125,23.5,0,2
112,125,23.5,0,2
112,125,23.5,0,2

107,135,0,0,60
107,135,23.5,0,20
107,135,0,0,60

120,135,23.5,0,20
120,135,0,0,60

112,125,23.5,0,20
112,125,0,0,60

107,119,23.5,0,20
107,119,0,0,60

120,119,23.5,0,20
120,119,0,0,30

