X,Y, Penetration Depth, Penetration Angle, Seconds to Capture
104,145,15.55,0,1
104,145,15.575,0,1
104,145,15.6,0,1
104,145,15.625,0,1



104,145,15.55,0,1
104,145,15.65,0,1
104,145,15.75,0,1
104,145,15.85,0,1
104,145,15.95,0,1
104,145,16.05,0,1
104,145,16.15,0,1
104,145,16.25,0,1
104,145,16.35,0,1
104,145,16.45,0,1

104,145,0,0,30
104,145,0,0,45



