X,Y, Penetration Depth, Penetration Angle, Seconds to Capture
50,60,2.5,0,0.5
50,49.5,2.5,0,0.5
50,39,2.5,0,0.5
50,28.5,2.5,0,0.5
50,18,2.5,0,0.5
40,60,2.5,0,0.5
40,49.5,2.5,0,0.5
40,39,2.5,0,0.5
40,28.5,2.5,0,0.5
40,18,2.5,0,0.5
30,60,2.5,0,0.5
30,49.5,2.5,0,0.5
30,39,2.5,0,0.5
30,28.5,2.5,0,0.5
30,18,2.5,0,0.5
20,60,2.5,0,0.5
20,49.5,2.5,0,0.5
20,39,2.5,0,0.5
20,28.5,2.5,0,0.5
20,18,2.5,0,0.5
10,60,2.5,0,0.5
10,49.5,2.5,0,0.5
10,39,2.5,0,0.5
10,28.5,2.5,0,0.5
10,18,2.5,0,0.5
