X,Y, Penetration Depth, Penetration Angle, Seconds to Capture
109,124,23,0,1
109,124,23,0,1
109,124,23,0,1
109,124,23.5,0,1
109,124,23.5,0,1
109,124,23.5,0,1
109,124,0,0,180
109,124,23,0,30
109,124,0,0,180
109,124,23.5,0,30
109,124,0,0,30

