X,Y, Penetration Depth, Penetration Angle, Seconds to Capture
103,144,23.5,0,2
103,144,23.5,0,2
103,144,23.5,0,2

103,144,0,0,60
103,144,23.5,0,20
103,144,0,0,60

119,144,23.5,0,20
119,144,0,0,60

111,134,23.5,0,20
111,134,0,0,60

103,126,23.5,0,20
103,126,0,0,60

119,126,23.5,0,20
119,126,0,0,30

